comments,date,name
"
العنوان المنظمة العلوية لرعاية المكفوفين الرباط بجانب الكوميسارية الكبيرة الطلب يعبء قبل شهر رمضان السن أكثر من 55 سنة
",الاثنين 02 شتنبر 2019 - 13:02,<strong>الحين</strong>
"
الله يجازيك ممكن نعرف الطلب منين كايشدوه؟او رقم الهاتف اذا ممكن.مشكورين جزيل الشكر
",الاثنين 02 شتنبر 2019 - 15:16,<strong>طلب</strong>
"
ماعندي مانقول. الا لا حول ولا قوة إلا بالله العلي العظيم
",الاثنين 02 شتنبر 2019 - 00:42,<strong>نعيمة</strong>
"
عار و عايب ساكنة ينادون بإصلاح طريق لا تتعدى 20 كيلومتر من 1973 حتى يومنا هدا ولا مسؤول أو برلماني تدخل او طرح مشكلهم ووجد لهم حل.لا يريدون لا سكر و لا زيت يريدون الطريق المعدة مثلهم مثل جميع مدن المملكة.
",الاثنين 02 شتنبر 2019 - 01:02,<strong>العبدي</strong>
"
ناس باغيين غير الطريق صاوبولهم الطريق.
",الاثنين 02 شتنبر 2019 - 01:24,<strong>مواطن</strong>
"
هادشي تايخلع لبلاد معرفناها في غادية كلشي كايعني مكاين والو واش الناس طالبين طريق فيها عشرة كم والو أنا مبقيت فاهم والو فهاد الناس ليشادين هاذ الدولة المخزن كايدرب على راسو ليبغى إموت إموت آخرها أنا غانهز أولادي أنهاجر هادشي تايخلع....
",الاثنين 02 شتنبر 2019 - 02:26,<strong>قروي</strong>
"
من 1973 كطالبو باش تقاد طريق عرفتو ألمشكل أللي كاين هو أنه وقت ألإنتخابات كتعطى 200 درهم وألزرود وألكلام ألمعسول من طرف ألمترشحين أللي كيستغلو ألضعف وألجاهل تاع ألناس
",الاثنين 02 شتنبر 2019 - 05:06,<strong>مواطن من تسلطانت</strong>
"
صدقت سيدي المواطن (مابغينا قوالب ولا قفاف بغينا طريق) واش فهمتي ولا لا
",الاثنين 02 شتنبر 2019 - 08:49,<strong>مواطن </strong>
"
لمغرب هو الرباط ، الدار البيضاء، الكابون ديال عمر بنكوو و بو زعيتر
",الاثنين 02 شتنبر 2019 - 09:48,
"
ملي يجيو صحاب الانتخابات قولو ليهم صوبو الطريق عاد نتاخبو مصوبتوش بلا متجيو ولي صوب لينا الطريق نصوتو عليه
",الاثنين 02 شتنبر 2019 - 10:36,<strong>Med</strong>
"
كون كان كل مجلس يصيب غير طريق وحدة فمدته الانتخابية كون المغرب كامل موصول بالطرق، ولكن ياحسرا طحنا مع الشفارة كتخرج ميزانية للطرق والبنيات التحتية او كيضربوها للجيب....
الله ياخذ فيهم الحق
",الاثنين 02 شتنبر 2019 - 12:44,
"
وفتحت مصالح الشرطة القضائية بمنطقة أمن إنزكان تحقيقا في ظروف وأسباب غرق الشاب الثلاثيني، تحت إشراف النيابة العامة المختصة""
لا تتعيوا أنفسكم يا سادة بالأبحات العادمة النفع. إنه شدة الفقر ليس إلا. السيد توفى بكل بساطة من اجل إنقاذ دابته اللتي قد تكون مصدر رزقه ورزق عائلته ... 
أين تدهب التروة ؟؟!!
انشري هسيريس إن كنت فعلا حرة ولكي جازل الشكر...
",الاثنين 02 شتنبر 2019 - 02:54,<strong>من المنقد</strong>
"
....رحم الله الفقيد الذي كان دون شك يحاول انقاذ مصدر رزقه. للاسف، الكاتب لم يخبرنا عن مصير الدابة.
",الاثنين 02 شتنبر 2019 - 02:55,<strong>Farid </strong>
"
لو غرق هو الاول لم تكن الدابة تهتم بمصير هاد. المسكين
كان عليه ان يترك الدابة في مصيرها ويربح بذالك حياته
هل في المغرب الانسان يساوي دابة؟
",الاثنين 02 شتنبر 2019 - 09:32,<strong>Mohanef</strong>
"
نا عليكم إلى بمطالبة إسقاط الجنسية وطلب اللجوء إلى الصومال وإثيوبيا لانها احسن من المغرب وتيشهدان تقدما في التنمية البشرية. والتي المغرب يتذيل فيها الدول الفقيرة مثل بنغلادش.
",الاثنين 02 شتنبر 2019 - 02:12,
"
للتوضيح فقط . فرق شاسع بين الكتافة السكانية . التي وردت في المقال وعدد السكان. 
اتمنى ان تتطلعوا على الفرق بين المصطلحين . حيث ان في المقال يوجد خطاء حيت اشير الى الكتافة السكانية عوض عدد السكان . فالكتافة يتم دراستها او الإشارة اليها حسب المتر المربع او الكلم المربع او بصفة عامة حسب المساحة المدروسة .
",الاثنين 02 شتنبر 2019 - 02:40,<strong>bouth</strong>
"
السلام عليكم ورحمة الله. و هل باقي المغرب افضل من سيدي احمد و موسى؟ فكل المغرب كدالك الفقر التهميش البطالة. الصحة والتعليم حدت ولا حرج إلا متى هدا المغرب؟ مند نعومة اضافري و المغرب على هاد الحال و انا فالاربعين سنة بل المغرب اسوأ الان dommage والحديت لت ينتهي السلام عليكم
",الاثنين 02 شتنبر 2019 - 06:50,
"
في الواقع لا يمكننا لوم الدولة وحدها على غياب التنمية في المغرب العميق رغم انها تتحمل نصيب الاسد لكن لنكن واقعيين بعض الشيء فكثرة الدواوير و المداشر و القرى التي تعد بمئات الالاف و تشتتها على طول التراب الوطني اشكال حقيقي يمنع التنمية و النهوض بهذه المناطق اذ كيف بامكان الدولة تنميتها وبين كل كيلومترين او ثلاث مدشر و قرية و دوار و شبه مدينة لا تمتلك مقومات المدينة اصلا مع كثافة سكانية قليلة ومعظمهها طبوغرافيا يقع في اماكن لا تصلح للعيش البشري او التنمية اصلا كالجبال و المنحدرات و الوديان! وكل واحدة منها تطالب بحقها في التنمية !!!
",الاثنين 02 شتنبر 2019 - 06:55,<strong>ياسين الفكيكي</strong>
"
أستغرب لوصف جماعة سيدي أحمد أموسى أفــــــقـــــــر جماعة قروية بإقليم تزنيت وها قد مرت 6 سنوات على صرف 15.747.426 درهم لتوسيع وتقوية الطريق الإقليمية رقم 1908 على طول 31 كلم انتهت الأشغال بها في مثل هذا الشهر من سنة 2013 !
جيد أن تختار تلك جماعة العمل الجمعوي رغبة في تفعيل شروط التنمية من بين ركائزها الإخلاص والإتقان في العمل. حان الوقت لتراجع هيئات المجتمع المدني المنادية بالحفاظ على حقوق الإنسان والمال العام مناهج عملها وهياكلها التنظيمية.
أنشري يا هسبريس إن شروط النشر متوفرة.
",الاثنين 02 شتنبر 2019 - 09:02,<strong>محمد بلحسن</strong>
